web-scraper-order,bank,donor-num,donor-link-href,description,look-alikes,price,race,race-self-described,ethnicity,degree,occupation,weight,height,eye,eye-color-original,hair,hair-color-original,hair-texture,skintone,skin-tone-original,bloodType,donation-age,sign,fave-subjects,jewish,religion,religion-original,goals,pet,describes-himself,hobbies,dominant-hand,hairy-chest,generally-hairy,ear-lobes,beard-color,eyebrows,dimples,acne,acne-info,shoe-size,body-build,face-shape,lips,nose-shape,long-eyelashes,hair-loss,why-donate
1583195407-894,CCB,15867,https://www.cryobank.com/donor/15867,"Caring & Considerate: Spending time with family makes Donor 15867 happy. His favorite family tradition is celebrating Korean Lunar New Year which he talks about in his Donor Conversation. This honor student has a degree in computer information systems and worked as an analyst and client manager. He loves playing all sports and even earned athletic awards in high school. Tennis and basketball are his favorite sports to play. Fluent in Korean, he enjoys singing Korean ballads and R&B songs. Friendly and respectful, he is considerate of others and has a cute smile.","Harry Shum Jr.
												Song Seung Heon",$995,Asian,Asian,Korean,,,157,69,Black,Black,Black,Black,Straight,2,Fair,B+,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195326-884,CCB,15881,https://www.cryobank.com/donor/15881,null: null,"Takuya Kimura
												Kenichi Matsuyama",$995,Asian,Asian,Japanese,,,178,71,Black,Black,Black,Black,Straight,3,Medium,O+,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195729-935,CCB,15882,https://www.cryobank.com/donor/15882,null: null,"Seth Meyers
												Ben Stiller",$995,Mixed,"White, Middle Eastern","German, Greek, Russian, Sicilian, Syrian",,,160,70,Hazel,Hazel,Brown,"Brown, Dark",Wavy,3,Medium,O+,,,,yes,Jewish,Jewish,,,,,,,,,,,,,,,,,,,,,
1583195721-934,CCB,15896,https://www.cryobank.com/donor/15896,"Creative & Clever: Fun and quirky with a great sense of humor, Donor 15896 has a huge smile and an infectious laugh. This creative soul grew up drawing and doodling, and turned his passion into a career. He loves making things and is proud of co-writing, co-designing, and creating the art and animations for a hit video game. Although he was raised in a rural area, he enjoys city life and discovering new places. When he’s not creating art, he likes cycling, swimming, and hiking. Inventive and original, be sure to read his essay and listen to his Donor Conversation – he is sure to make you chuckle.","Adam Brody
												David Eigenberg",$995,White,White,"German, Italian",,,136,68,Brown,Brown,Brown,"Brown, Dark",Wavy,2,Fair,A-,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195461-901,CCB,15903,https://www.cryobank.com/donor/15903,"Antarctica or Bust: Fascinated by strange and unfamiliar cultures, Donor 15903 seeks out adventures wherever life takes him. From mountain climbing, minimalist camping, cliff diving, and skydiving, to gold mining, this thrill-seeker thrives in places others might find isolating and uncomfortable. Although he is very athletic and outdoorsy, this engineer tends towards more quiet pursuits like reading literature and poetry to unwind. Close with his family, he adores his niece and nephews. He must be, without a doubt, the “cool” uncle.",null,$995,White,White,"English, Irish, Italian",,,162,71,Hazel,Hazel,Brown,Brown,Straight,2,Fair,O+,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195689-930,CCB,15909,https://www.cryobank.com/donor/15909,"Eat, Teach, Love: At first glance, Donor 15909 appears to be the quiet boy-next-door type. He’s attractive with wavy blond hair, bright eyes, a delightful smile, and dimples. Look beyond his khakis and kind personality, and you’ll find an adventurous spirit with a deep soul. This filmmaker is passionate about the outdoors. He enjoys scuba diving, snowboarding, and finding new hiking trails. At age 2, he was enamored by the landscapes he saw out the airplane window. Years later, he ventured out to teach English in a country where he couldn’t read or speak the language. He stayed an extra year because he fell in love with the culture, the food, and the people.","Pete Davidson
												Stephen Hagen (actor)",$995,White,White,German,,,162,70,Hazel,Hazel,Blonde,"Blonde, Dark",Wavy,3,Medium,O-,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195681-929,CCB,15912,https://www.cryobank.com/donor/15912,"Family Dentistry: Close with his family, Donor 15912 grew up playing hockey with his four brothers. This hardcore athlete played through injuries and earned the titles of MVP, All-Star, and Captain for hockey, football, and baseball. With several dentists in the family, it’s no surprise that he has perfect white teeth. Driven and hardworking, he's following in his father’s footsteps to become a dentist. Extremely motivated, he believes that you can do whatever you put your mind to and “quit” is not in his vocabulary. He puts his family first and looks forward to practicing dentistry with his dad. His future patients are sure to appreciate his bright smile and charismatic personality. (Adult Photos Available)",null,$995,White,White,Greek,,,199,72,Brown,Brown,Brown,Brown,Wavy,2,Fair,AB+,,,,No,Christian,Christian,,,,,,,,,,,,,,,,,,,,,
1583195399-893,CCB,15931,https://www.cryobank.com/donor/15931,"Dance Champ: Kind, funny, and creative, Donor 15931 loves working with people. His charisma and charming smile serve him well in the professional dance world, as he teaches, performs, and competes. Proficient in several styles of dance, this champion also excels at making costumes and clothing. He majored in manufacturing engineering and enjoys building custom bicycles and creating fine art pieces. Check out his Express Yourself to see one of his drawings that was inspired by his experience joining our donor program. (Adult Photos Available)",null,$995,Mixed,"Mixed or Multi Ethnic, Hispanic or Latino","Dominican, Puerto Rican",,,162,68,Brown,Brown,Brown,Brown,Curly,2,Fair,O+,,,,No,Spiritual,Spiritual,,,,,,,,,,,,,,,,,,,,,
1583195517-908,CCB,15932,https://www.cryobank.com/donor/15932,"Going Places: Good-looking and muscular, Donor 15932 stays fit by eating healthy and staying active. A big fan of the outdoors, he enjoys hiking, surfing, and playing basketball and tennis. Driven to succeed, he’s been in the National Honor Society and on the Dean’s List. This journalism major excels in both written and verbal communication. He loves to travel and connect with new people.","Christopher Masterson
												Neil Patrick Harris",$995,White,White,"Caucasian, Countries Unknown, English, Italian, Romanian",,,179,71,Hazel,Hazel,Brown,"Brown, Light",Straight,3,Medium,B+,,,,No,Christian,Christian,,,,,,,,,,,,,,,,,,,,,
1583195454-900,CCB,15935,https://www.cryobank.com/donor/15935,"May He Have This Dance?: A champion ballroom dancer, Donor 15935’s competitive and passionate nature carries over to most areas of his life, including his marriage, educational pursuits, athletics, hobbies, and other artistic endeavors like acting and music. He is a free spirit who is ready to try just about anything – but good luck trying to pressure him into something he doesn’t want to do. Hiking and traveling have become more important to him recently, as his Express Yourself beautifully demonstrates.","James Van Der Beek
												David Morrissey",$995,Mixed,"American Indian or Alaska Native, White","American Indian, Dutch, English, Welsh",,,146,70,Brown,Brown,Blonde,"Blonde, Dark",Straight,2,Fair,B+,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195469-902,CCB,15940,https://www.cryobank.com/donor/15940,"The Eyes Have It: This little drummer boy has rock-star looks (see his Adult Photos) and a heart of gold. Easy-going, compassionate, and resilient, Donor 15940 is close to his family – as almost all his Donor Essays demonstrate. He is creative, with a passion for working in the TV and film industry. In addition to playing the drums, he enjoys writing, poetry, and singing in the car.",null,$995,White,White,"Irish, Polish, Scottish, Swedish",,,197,70,Blue,Blue,Brown,"Brown, Light",Straight,2,Fair,AB+,,,,yes,Jewish,Jewish,,,,,,,,,,,,,,,,,,,,,
1583195642-924,CCB,15952,https://www.cryobank.com/donor/15952,"Active Mind: Intelligent and inquisitive, Donor 15952 earned multiple engineering degrees, high grades and test scores, and several academic awards. In addition to his impressive mind, this tall and trim intellectual also has a knack for sports. Active and energetic, he enjoys competing in triathlons, swimming, and playing Ultimate frisbee. An avid explorer, he loves to go hiking, canoeing, and camping. This outgoing and happy extrovert is naturally chatty, has a positive outlook on life, and likes to sing in the university choir. (Adult Photos Available)",null,$995,White,White,"Caucasian, Countries Unknown, English, Scottish, Welsh",,,170,72,Brown,Brown,Brown,"Brown, Light",Straight,2,Fair,O+,,,,No,Christian,Protestant,,,,,,,,,,,,,,,,,,,,,
1583195697-931,CCB,15961,https://www.cryobank.com/donor/15961,"Top Tech: Warm, sensitive, and dedicated to his family and friends, Donor 15961 is joy to be around. He is super close to his mom, and talks about her frequently in his Donor Info, recounting travel experiences and fond memories they share. He believes success comes from dedication and hard work. Although maintaining a great G.P.A. in school, he was also able to study on his own to become a certified technician by the Computer Technology Industry Association.",null,$995,Asian,Asian,Vietnamese,,,181,68,Brown,Brown,Black,Black,Straight,2,Fair,O+,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195556-913,CCB,15962,https://www.cryobank.com/donor/15962,"Master of Everything: Donor 15962 seems to be good at everything that he tries. This A student can play 2400 piano keys per minute, moonwalk like Michael Jackson, and he’s a published author. He’s a nationally ranked athlete that loves to play basketball, badminton, and volleyball. Cycling, tennis, and bodybuilding help him maintain his muscular physique. Creative and artistic, he shared some original sketches in his Express Yourself. Enthusiastic, thoughtful, and upbeat he has a positive attitude and a great sense of humor.","Han Geng
												Huang Xiaoming",$995,Asian,Asian,Chinese,,,161,69,Brown,Brown,Black,Black,Straight,3,Medium,B+,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195705-932,CCB,15973,https://www.cryobank.com/donor/15973,null: null,"Zachary Levi
												Skylar Astin",$995,White,White,"French, Irish, Welsh",,,150,69,Brown,Brown,Brown,"Brown, Light",Wavy,2,Fair,A+,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195737-936,CCB,15994,https://www.cryobank.com/donor/15994,"Sweet, Smart, & Sporty: Friendly and easygoing, Donor 15994 has a sweet smile, long eyelashes, and a fit physique. In high school, this honor student achieved a 4.0 GPA and earned two state titles in sports. He loves to exercise, play lacrosse, and recently started doing Muay Thai and Jiu Jitsu. Thoughtful and good-natured, he tries to emulate his grandfather, who was known for his home-cooked meals and philanthropic efforts for veterans. This economics major started learning American Sign Language and hopes to create something fulfilling by starting his own business someday. Listen to his Donor Conversation to get a sense of his warm personality.","Matthias Schoenaerts
												Arturo Castro",$995,White,White,"French, German, Irish, Italian, Lithuanian",,,173,71,Brown,Brown,Brown,"Brown, Light",Wavy,2,Fair,O+,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
1583195760-939,CCB,16007,https://www.cryobank.com/donor/16007,"Like an Eagle: Donor 16007 used sports and academics to push himself to new heights. This applied math major always dreamed of taking to the skies and now he flies almost every day. Passionate about hang gliding, in college he served as hang gliding club president and also earned his pilot certifications. Not afraid of leaving his comfort zone, this fun-loving adventurer enjoys zip-ling, skydiving, scuba diving, and even art class. He’s also known to dance down the grocery store aisle with his shopping cart! Upbeat, outgoing, and enthusiastic, he is looking forward to starting his own recreation company and helping others achieve their dream of parenthood.",,$995,White,White,"German, Lithuanian",,,188,74,Blue,Blue,Brown,"Brown, Light",Straight,2,Fair,A+,,,,No,Not Listed,None,,,,,,,,,,,,,,,,,,,,,
